"","TX_AMOUNT","TX_TIME_SECONDS","TX_TIME_DAYS","TX_FRAUD"
"42376",1841.65,9223882,106,"1"
"42377",1200.96,7036620,81,"1"
"42378",1119.49,5983453,69,"1"
"42379",1110.35,3548450,41,"1"
"42380",1397.24,7359143,85,"1"
"42381",1902.06,3065954,35,"1"
"42382",1188.16,3717050,43,"1"
"42383",1859.23,1850902,21,"1"
"42384",1224.19,3133458,36,"1"
"42385",1431,38237,0,"1"
"42386",1314.82,2803999,32,"1"
"42387",1731.08,4447339,51,"1"
"42388",1260.52,7365366,85,"1"
"42389",1880.2,8605643,99,"1"
"42390",1118.25,4950785,57,"1"
"42391",1021.99,6096845,70,"1"
"42392",1427.38,4614653,53,"1"
"42393",1057.87,8852019,102,"1"
"42394",1511.02,3138533,36,"1"
"42395",1329.78,6520277,75,"1"
"42396",1007.6,3235690,37,"1"
"42397",1351.69,6864717,79,"1"
"42398",1073.9,2474207,28,"1"
"42399",1020.8,4294772,49,"1"
"42400",1033.89,2880475,33,"1"
"42401",1153.29,5059362,58,"1"
"42402",1020.52,2697776,31,"1"
"42403",2142.04,7818047,90,"1"
"42404",1600.51,4199838,48,"1"
"42405",1515.72,429066,4,"1"
"42406",1108,4281466,49,"1"
"42407",1256.46,2821368,32,"1"
"42408",1652.1,9440508,109,"1"
"42409",1252.59,528562,6,"1"
"42410",2056.13,2530420,29,"1"
"42411",1167.45,1461015,16,"1"
"42412",1138.76,6614917,76,"1"
"42413",1948.61,6270713,72,"1"
"42414",1612.41,4280265,49,"1"
"42415",1034.01,1604452,18,"1"
"42416",1184.99,3594003,41,"1"
"42417",1071.45,5770331,66,"1"
"42418",1250.89,3633537,42,"1"
"42419",1008.02,5740464,66,"1"
"42420",1004.71,7908962,91,"1"
"42421",1187.96,8513445,98,"1"
"42422",1300.1,6674361,77,"1"
"42423",1012.21,2795095,32,"1"
"42424",1057.28,2879663,33,"1"
"42425",1221.49,1416856,16,"1"
"42426",1242.65,2303242,26,"1"
"42427",1090.92,3952025,45,"1"
"42428",1123.04,3243375,37,"1"
"42429",1197.13,5236306,60,"1"
"42430",1156.84,3837049,44,"1"
"42431",1349.62,2790914,32,"1"
"42432",1168.79,8050491,93,"1"
"42433",1026.18,3631697,42,"1"
"42434",186,9050701,104,"1"
"42435",1175.85,1439049,16,"1"
"42436",1087.59,3864680,44,"1"
"42437",1749.87,5210673,60,"1"
"42438",1067.52,5390248,62,"1"
"42439",1086.03,1349508,15,"1"
"42440",1005.31,7768572,89,"1"
"42441",1079.43,3662238,42,"1"
"42442",1110.7,6782337,78,"1"
"42443",1269.9,7854157,90,"1"
"42444",1793.05,1278902,14,"1"
"42445",1117.15,973909,11,"1"
"42446",1812.04,4115289,47,"1"
"42447",1752.2,5156326,59,"1"
"42448",1175.01,6438718,74,"1"
"42449",1754.08,2880353,33,"1"
"42450",1287.94,6679261,77,"1"
"42451",1525.14,370514,4,"1"
"42452",1240.46,1345598,15,"1"
"42453",1112.11,7638653,88,"1"
"42454",1215.3,4813650,55,"1"
"42455",1438.99,5130172,59,"1"
"42456",1055.51,8162949,94,"1"
"42457",1004.53,5990559,69,"1"
"42458",1300.19,1262103,14,"1"
"42459",1338.42,5310297,61,"1"
"42460",1250.79,7716539,89,"1"
"42461",1067.13,2258976,26,"1"
"42462",1210.43,120341,1,"1"
"42463",1311.65,8510661,98,"1"
"42464",1542.19,7303511,84,"1"
"42465",1749.65,1336554,15,"1"
"42466",1055.78,1849902,21,"1"
"42467",1458.6,7026973,81,"1"
"42468",1166.6,8954068,103,"1"
"42469",1728.49,4025777,46,"1"
"42470",1019.9,761640,8,"1"
"42471",1497.17,3131938,36,"1"
"42472",1308.09,5625424,65,"1"
"42473",1350.7,1855616,21,"1"
"42474",1121.7,5828074,67,"1"
"42475",1070.87,8148473,94,"1"
"42476",1442.02,1753517,20,"1"
"42477",1217.55,1787144,20,"1"
"42478",1738.32,3405141,39,"1"
"42479",1088.49,3214333,37,"1"
"42480",1171.01,9134986,105,"1"
"42481",1084.13,1757368,20,"1"
"42482",240.48,1516331,17,"1"
"42483",1006.43,31118,0,"1"
"42484",1134.44,6973622,80,"1"
"42485",1049.33,5373438,62,"1"
"42486",1364.59,3866180,44,"1"
"42487",1805.7,7042166,81,"1"
"42488",1138.93,5558255,64,"1"
"42489",1416.82,9123441,105,"1"
"42490",1101.09,3853006,44,"1"
"42491",1463.99,6332541,73,"1"
"42492",1118.22,5328357,61,"1"
"42493",1059.3,3185414,36,"1"
"42494",1675.35,8192174,94,"1"
"42495",1410.23,6549306,75,"1"
"42496",1719.98,4801376,55,"1"
"42497",275.12,5492396,63,"1"
"42498",638.6,9310752,107,"1"
"42499",1376.68,3523401,40,"1"
"42500",1196.86,978287,11,"1"
"42501",135.2,3090007,35,"1"
"42502",1562.12,1980187,22,"1"
"42503",1081.82,1267379,14,"1"
"42504",1001.04,4690375,54,"1"
"42505",526.82,7726035,89,"1"
"42506",1030.15,4779534,55,"1"
"42507",1436.31,1141860,13,"1"
"42508",1647.49,8380446,96,"1"
"42509",873.36,5934384,68,"1"
"42510",1368.69,2016517,23,"1"
"42511",7200.5,7756866,89,"1"
"42512",1532.82,810431,9,"1"
"42513",1060.53,7465008,86,"1"
"42514",1644.07,5481573,63,"1"
"42515",1023.07,4790974,55,"1"
"42516",1137.77,2494446,28,"1"
"42517",4536.25,9120397,105,"1"
"42518",1022.41,4712093,54,"1"
"42519",165.13,4288490,49,"1"
"42520",935.8,9004313,104,"1"
"42521",1112.35,5638638,65,"1"
"42522",1327.07,7433146,86,"1"
"42523",1043.3,4447001,51,"1"
"42524",1167.44,4000347,46,"1"
"42525",1176.21,2133882,24,"1"
"42526",1344.56,4795222,55,"1"
"42527",1278.22,9064244,104,"1"
"42528",1014.07,1451590,16,"1"
"42529",1623.9,2921915,33,"1"
"42530",1008.67,1155773,13,"1"
"42531",230.93,6186140,71,"1"
"42532",1906.16,3843866,44,"1"
"42533",1518.44,8011196,92,"1"
"42534",1304.13,6092653,70,"1"
"42535",1225.93,3594431,41,"1"
"42536",2120.64,7917621,91,"1"
"42537",1336.58,3167675,36,"1"
"42538",1199.19,363257,4,"1"
"42539",1060.89,8446086,97,"1"
"42540",1007.72,5463009,63,"1"
"42541",1462.06,8182839,94,"1"
"42542",1122.74,1146107,13,"1"
"42543",1163.19,7656148,88,"1"
"42544",1422.35,1489968,17,"1"
"42545",1129.74,8591706,99,"1"
"42546",1141.09,6719024,77,"1"
"42547",1277.39,7498721,86,"1"
"42548",1156.84,3837049,44,"1"
"42549",1250.04,6370097,73,"1"
"42550",1008.97,6051949,70,"1"
"42551",1057.26,7684106,88,"1"
"42552",1118.41,2174764,25,"1"
"42553",1175.85,1439049,16,"1"
"42554",1604.79,3512022,40,"1"
"42555",1174.13,7879560,91,"1"
"42556",1104.94,4085951,47,"1"
"42557",1224.17,6108951,70,"1"
"42558",311.48,1734232,20,"1"
"42559",1276.42,5806793,67,"1"
"42560",1793.99,7794392,90,"1"
"42561",870.74,4822763,55,"1"
"42562",1547.7,6782446,78,"1"
"42563",1458.4,1675703,19,"1"
"42564",1402.56,3384068,39,"1"
"42565",563.6,9357261,108,"1"
"42566",1376.21,6877751,79,"1"
"42567",1339.15,4739084,54,"1"
"42568",1149.45,365539,4,"1"
"42569",1023.03,8962999,103,"1"
"42570",1437.77,4384411,50,"1"
"42571",1118.27,586132,6,"1"
"42572",1092.78,4044907,46,"1"
"42573",1344.97,6718190,77,"1"
"42574",1189.49,1248307,14,"1"
"42575",1324.76,1794126,20,"1"
"42576",1007.4,7549182,87,"1"
"42577",1746.32,8417999,97,"1"
"42578",1110.92,4266434,49,"1"
"42579",1008.67,1155773,13,"1"
"42580",1144.15,7188386,83,"1"
"42581",357.31,8941446,103,"1"
"42582",1071.43,840341,9,"1"
"42583",1274.42,1415887,16,"1"
"42584",1604.2,4961172,57,"1"
"42585",1548.09,2877483,33,"1"
"42586",1504.5,2872046,33,"1"
"42587",253.76,8406759,97,"1"
"42588",1024.72,1944115,22,"1"
"42589",1035.15,3655794,42,"1"
"42590",1023.51,6617275,76,"1"
"42591",1684.94,6707426,77,"1"
"42592",1185.03,2139743,24,"1"
"42593",1417.77,7577567,87,"1"
"42594",1237.72,3931395,45,"1"
"42595",1406.02,2652478,30,"1"
"42596",1056.62,7976959,92,"1"
"42597",1057.67,555624,6,"1"
"42598",1910.79,6453685,74,"1"
"42599",1818.9,632857,7,"1"
"42600",1106.27,6108237,70,"1"
"42601",2182.01,3874441,44,"1"
"42602",1320.21,2865348,33,"1"
"42603",1316.5,2554744,29,"1"
"42604",1011.08,6598375,76,"1"
"42605",1141.07,1770877,20,"1"
"42606",1573.06,9452667,109,"1"
"42607",1466.55,4552998,52,"1"
"42608",1390.76,2751186,31,"1"
"42609",1242.29,7124734,82,"1"
"42610",1268.05,153401,1,"1"
"42611",1006.46,6281732,72,"1"
"42612",1324.97,6037321,69,"1"
"42613",1070.8,7649542,88,"1"
"42614",1480.62,3372565,39,"1"
"42615",1589.46,4519969,52,"1"
"42616",1365.22,1124635,13,"1"
"42617",1266.32,5481635,63,"1"
"42618",1103.54,2715310,31,"1"
"42619",1051.51,6000116,69,"1"
"42620",1050.41,369338,4,"1"
"42621",1006.5,8952319,103,"1"
"42622",1076.61,5950439,68,"1"
"42623",1221.94,7030965,81,"1"
"42624",1308.88,284546,3,"1"
"42625",1419.1,4689895,54,"1"
"42626",1033.5,2111104,24,"1"
"42627",1037.81,7993869,92,"1"
"42628",1030.96,1541345,17,"1"
"42629",1078.41,4356489,50,"1"
"42630",1236.96,209937,2,"1"
"42631",1175.01,6438718,74,"1"
"42632",1563.53,8600830,99,"1"
"42633",1101.68,8152188,94,"1"
"42634",1041.7,1272367,14,"1"
"42635",1087.18,2621917,30,"1"
"42636",1279.53,5587455,64,"1"
"42637",1080.37,825654,9,"1"
"42638",1068.46,2566595,29,"1"
"42639",1002.51,37746,0,"1"
"42640",1124.57,311660,3,"1"
"42641",1150.72,4447864,51,"1"
"42642",1134.16,2654138,30,"1"
"42643",1973.08,7470985,86,"1"
"42644",1319.16,807969,9,"1"
"42645",1045.05,9290,0,"1"
"42646",1329.8,3607476,41,"1"
"42647",1434.67,4458980,51,"1"
"42648",1259.25,1603566,18,"1"
"42649",1145.48,284362,3,"1"
"42650",1197.45,767153,8,"1"
"42651",1070.9,9171783,106,"1"
"42652",1336.93,8777203,101,"1"
"42653",1036.29,7716640,89,"1"
"42654",1044.56,3337805,38,"1"
"42655",1027.57,4965817,57,"1"
"42656",1174.46,2729708,31,"1"
"42657",1135.52,1662659,19,"1"
"42658",7136,8156028,94,"1"
"42659",1096.45,5256653,60,"1"
"42660",1272.72,6436595,74,"1"
"42661",1433.56,5261291,60,"1"
"42662",1187.38,3169482,36,"1"
"42663",1007.84,8761431,101,"1"
"42664",1169.54,7563374,87,"1"
"42665",1042.66,8524581,98,"1"
"42666",1009.35,6816901,78,"1"
"42667",1068.08,2291147,26,"1"
"42668",1014.87,746374,8,"1"
"42669",1049.12,8186064,94,"1"
"42670",1279.79,6170166,71,"1"
"42671",1199.9,6252567,72,"1"
"42672",1137.63,7560039,87,"1"
"42673",436.61,7718318,89,"1"
"42674",1661.93,7476515,86,"1"
"42675",1189.5,2578507,29,"1"
"42676",1586.46,547528,6,"1"
"42677",1347.34,4959975,57,"1"
"42678",939.79,2361023,27,"1"
"42679",1208.57,6339545,73,"1"
"42680",1264.67,6116169,70,"1"
"42681",1451.07,659227,7,"1"
"42682",1138.14,1763227,20,"1"
"42683",1454.61,9127247,105,"1"
"42684",1205.41,9208055,106,"1"
"42685",1604.6,8446274,97,"1"
"42686",1151.36,801288,9,"1"
"42687",1206.52,8542144,98,"1"
"42688",1514.75,6871185,79,"1"
"42689",1127.23,5226020,60,"1"
"42690",1073.61,9342123,108,"1"
"42691",1223.84,8696208,100,"1"
"42692",1896.28,391100,4,"1"
"42693",1159.86,1371268,15,"1"
"42694",1011.05,4970597,57,"1"
"42695",1491.32,9199994,106,"1"
"42696",1051.9,4372082,50,"1"
"42697",1996.71,9091970,105,"1"
"42698",1149.02,4750745,54,"1"
"42699",1320.53,8931636,103,"1"
"42700",1177.45,4525539,52,"1"
"42701",1019.74,6446983,74,"1"
"42702",1222.91,6643806,76,"1"
"42703",1179.11,5688812,65,"1"
"42704",1099.81,476066,5,"1"
"42705",1047.86,2235389,25,"1"
"42706",1288.29,7661118,88,"1"
"42707",1253.27,1853424,21,"1"
"42708",1214.63,633663,7,"1"
"42709",1378.69,307376,3,"1"
"42710",1186.17,897463,10,"1"
"42711",1023.83,1869878,21,"1"
"42712",1163.82,7031564,81,"1"
"42713",1062.46,935590,10,"1"
"42714",1697.83,6334713,73,"1"
"42715",1146.97,5093346,58,"1"
"42716",1008.97,6051949,70,"1"
"42717",1421.08,6879489,79,"1"
"42718",1075.77,561621,6,"1"
"42719",1450.53,1271500,14,"1"
"42720",1070.6,34835,0,"1"
"42721",1631.12,6354184,73,"1"
"42722",1020.69,2131386,24,"1"
"42723",2089.54,3235793,37,"1"
"42724",1531.77,827194,9,"1"
"42725",1698.57,8689275,100,"1"
"42726",1133.82,3530628,40,"1"
"42727",1065.04,6359309,73,"1"
"42728",9743.25,1016034,11,"1"
"42729",1046.86,8615863,99,"1"
"42730",1268.16,1683912,19,"1"
"42731",1198.88,9287953,107,"1"
"42732",2115.16,7549096,87,"1"
"42733",1097.6,5717167,66,"1"
"42734",1236.6,4101609,47,"1"
"42735",1057.28,2879663,33,"1"
"42736",1347.05,3403256,39,"1"
"42737",1032.64,7874001,91,"1"
"42738",1803.05,1371642,15,"1"
"42739",1622.81,6837018,79,"1"
"42740",1077.31,3628711,41,"1"
"42741",1244.96,9342747,108,"1"
"42742",1229.81,3925521,45,"1"
"42743",1354.95,833681,9,"1"
"42744",1877.38,3516182,40,"1"
"42745",1508.61,6882175,79,"1"
"42746",1164.28,2726063,31,"1"
"42747",1159.07,239507,2,"1"
"42748",1756.4,630905,7,"1"
"42749",1167.51,8918378,103,"1"
"42750",1225.96,1157868,13,"1"
"42751",1088.33,2978818,34,"1"
"42752",1038.86,4383993,50,"1"
"42753",1237.43,3998685,46,"1"
"42754",1237.73,8160925,94,"1"
"42755",1209.02,231260,2,"1"
"42756",1422.33,6532751,75,"1"
"42757",18169.75,6697850,77,"1"
"42758",1280.95,94550,1,"1"
"42759",1505.55,7072306,81,"1"
"42760",392.49,5815369,67,"1"
"42761",1742.53,4520040,52,"1"
"42762",1046.4,5466577,63,"1"
"42763",1303.33,191033,2,"1"
"42764",1762.04,291784,3,"1"
"42765",1502.26,6307262,73,"1"
"42766",1386.01,9374075,108,"1"
"42767",1876.9,4433692,51,"1"
"42768",1160.39,8671587,100,"1"
"42769",1352.71,4599357,53,"1"
"42770",1310,7666436,88,"1"
"42771",1365.33,8509312,98,"1"
"42772",1039.45,5221647,60,"1"
"42773",1396.57,8699792,100,"1"
"42774",1623.9,2921915,33,"1"
"42775",1114.51,5634778,65,"1"
"42776",1011.3,99418,1,"1"
"42777",1227.44,8109790,93,"1"
"42778",1504.14,4133523,47,"1"
"42779",1027.66,7112730,82,"1"
"42780",886.21,7822194,90,"1"
"42781",1121.63,3312092,38,"1"
"42782",1226.19,3884774,44,"1"
"42783",1060.51,7974767,92,"1"
"42784",1180.89,1258735,14,"1"
"42785",20716.25,7380522,85,"1"
"42786",1139.63,308471,3,"1"
"42787",1030.45,4613576,53,"1"
"42788",1101.79,5416041,62,"1"
"42789",1518.47,6454087,74,"1"
"42790",1326.5,7564761,87,"1"
"42791",1307.5,5417314,62,"1"
"42792",1215.33,5502359,63,"1"
"42793",1214.21,2121830,24,"1"
"42794",1215.6,1503941,17,"1"
"42795",1361.53,3869320,44,"1"
"42796",1097.49,3734437,43,"1"
"42797",1214.64,5820051,67,"1"
"42798",1060.44,3435654,39,"1"
"42799",1337.26,6099008,70,"1"
"42800",1092.62,4948524,57,"1"
"42801",1294.8,1351970,15,"1"
"42802",1805.11,3925056,45,"1"
"42803",1185.73,2458857,28,"1"
"42804",1096.94,5514480,63,"1"
"42805",1078.81,3390989,39,"1"
"42806",1773.65,4022475,46,"1"
"42807",1326.19,5830873,67,"1"
"42808",1170.05,2803613,32,"1"
"42809",943.25,2978603,34,"1"
"42810",1203.83,7213416,83,"1"
"42811",1219.8,1727048,19,"1"
"42812",1236.3,1665972,19,"1"
"42813",1054.46,8953625,103,"1"
"42814",1436.82,2035620,23,"1"
"42815",499.5,7972500,92,"1"
"42816",1226.14,5831141,67,"1"
"42817",1007.2,8944783,103,"1"
"42818",1242.19,6036575,69,"1"
"42819",1107.02,3648047,42,"1"
"42820",1177.68,3846544,44,"1"
"42821",1237.72,3931395,45,"1"
"42822",1159.77,7300223,84,"1"
"42823",1104.67,4303390,49,"1"
"42824",1295.29,3504305,40,"1"
"42825",1652.36,2394956,27,"1"
"42826",1298.17,1935068,22,"1"
"42827",500.27,2898698,33,"1"
"42828",1662.4,1947079,22,"1"
"42829",1511.1,60211,0,"1"
"42830",1187.2,3295443,38,"1"
"42831",1633.83,8249980,95,"1"
"42832",1407.5,7480100,86,"1"
"42833",1544.99,469545,5,"1"
"42834",1306.56,5513243,63,"1"
"42835",1067.07,9367413,108,"1"
"42836",1277.7,3146228,36,"1"
"42837",1867.37,45913,0,"1"
"42838",1088.94,655111,7,"1"
"42839",1067.95,4451388,51,"1"
"42840",1152.08,3839916,44,"1"
"42841",1250.29,4646488,53,"1"
"42842",1017.77,2607573,30,"1"
"42843",1098.43,2344916,27,"1"
"42844",1482.66,3346914,38,"1"
"42845",1228.63,220338,2,"1"
"42846",1402.72,6631913,76,"1"
"42847",1235.19,7472980,86,"1"
"42848",1587.21,9038708,104,"1"
"42849",1179.1,3814062,44,"1"
"42850",1020.71,4558587,52,"1"
"42851",1016.55,998455,11,"1"
"42852",1132.68,584973,6,"1"
"42853",1062.15,6051456,70,"1"
"42854",1360.22,4641800,53,"1"
"42855",1041.7,1272367,14,"1"
"42856",1644.09,4363703,50,"1"
"42857",1213.97,8606225,99,"1"
"42858",1148.09,6733360,77,"1"
"42859",1708.33,7277306,84,"1"
"42860",1445.32,6371663,73,"1"
"42861",1397.24,7359143,85,"1"
"42862",1100.13,4122935,47,"1"
"42863",1079.13,5497726,63,"1"
"42864",1438.99,5130172,59,"1"
"42865",1582.04,5337649,61,"1"
"42866",1171.08,7931042,91,"1"
"42867",1046.53,3496229,40,"1"
"42868",1097.44,4268927,49,"1"
"42869",1069.34,8249952,95,"1"
"42870",1066.94,8773598,101,"1"
"42871",1120.27,6527616,75,"1"
"42872",1154.6,769020,8,"1"
"42873",1316.9,3512438,40,"1"
"42874",1567.98,2370560,27,"1"
"42875",1632.84,4078662,47,"1"
"42876",1322.57,3080437,35,"1"
"42877",1857.39,4200615,48,"1"
"42878",1015.93,16402,0,"1"
"42879",1120.18,1938549,22,"1"
"42880",1124.37,204414,2,"1"
"42881",1622.24,2549060,29,"1"
"42882",1066.45,542061,6,"1"
"42883",936.66,2984445,34,"1"
"42884",1701.41,7750080,89,"1"
"42885",1215.77,4605271,53,"1"
"42886",1367.88,8749487,101,"1"
"42887",1107.02,5213885,60,"1"
"42888",1053.95,366960,4,"1"
"42889",1061.14,5892915,68,"1"
"42890",1159.63,5290060,61,"1"
"42891",1482.58,5153859,59,"1"
"42892",1528.35,6815694,78,"1"
"42893",1476.8,23868,0,"1"
"42894",1308.17,4879973,56,"1"
"42895",1360.68,5665054,65,"1"
"42896",1162.35,8454437,97,"1"
"42897",1342.35,6781524,78,"1"
"42898",1470.99,4696814,54,"1"
"42899",1153.7,2962540,34,"1"
"42900",676.53,992724,11,"1"
"42901",1113.4,5114407,59,"1"
"42902",1449.62,5321333,61,"1"
"42903",1049.62,1786253,20,"1"
"42904",1157.35,6863717,79,"1"
"42905",1629.33,222705,2,"1"
"42906",783.4,5770188,66,"1"
"42907",1152.94,1667434,19,"1"
"42908",1053.33,6620940,76,"1"
"42909",1734.62,9078895,105,"1"
"42910",1445.06,5929342,68,"1"
"42911",1438.37,3413481,39,"1"
"42912",1576.28,6998777,81,"1"
"42913",1152.12,4559545,52,"1"
"42914",1035.75,1450381,16,"1"
"42915",1113.99,9039034,104,"1"
"42916",1202.4,419459,4,"1"
"42917",1011.63,2225444,25,"1"
"42918",1517.74,5058380,58,"1"
"42919",1949.2,4424513,51,"1"
"42920",1179.61,9192754,106,"1"
"42921",1892.07,6513351,75,"1"
"42922",1630.53,2287905,26,"1"
"42923",1068.86,5449501,63,"1"
"42924",1555.41,7425,0,"1"
"42925",1557.92,3098204,35,"1"
"42926",4821.5,994563,11,"1"
"42927",2093.89,3740233,43,"1"
"42928",1285.51,2710290,31,"1"
"42929",1152.37,6706185,77,"1"
"42930",1501.08,414754,4,"1"
"42931",1235.83,3589306,41,"1"
"42932",1028.04,5468008,63,"1"
"42933",1048.97,7307725,84,"1"
"42934",1067.62,5062274,58,"1"
"42935",1622.67,3146263,36,"1"
"42936",1245.91,1860942,21,"1"
"42937",240.48,1516331,17,"1"
"42938",1094.02,5908127,68,"1"
"42939",1261.55,8880180,102,"1"
"42940",1073.49,1956374,22,"1"
"42941",1288.85,3744858,43,"1"
"42942",1413.28,7388605,85,"1"
"42943",1081.15,8574371,99,"1"
"42944",1292.25,5502267,63,"1"
"42945",1035.04,3690568,42,"1"
"42946",1156.47,609362,7,"1"
"42947",1059.61,3647923,42,"1"
"42948",1121.8,4136846,47,"1"
"42949",1091.67,8654595,100,"1"
"42950",1148.62,6165190,71,"1"
"42951",1178.15,1346667,15,"1"
"42952",192.12,9255425,107,"1"
"42953",1438.9,7363028,85,"1"
"42954",1456.66,3879861,44,"1"
"42955",1738.32,3405141,39,"1"
"42956",1367.7,5740228,66,"1"
"42957",1071.9,5209482,60,"1"
"42958",1644.09,4363703,50,"1"
"42959",1369.62,3391436,39,"1"
"42960",1068.74,6597990,76,"1"
"42961",415.82,3426005,39,"1"
"42962",1092.14,2727536,31,"1"
"42963",1336.16,5638486,65,"1"
"42964",1709.57,4077889,47,"1"
"42965",1064.55,8825460,102,"1"
"42966",1138.44,4803009,55,"1"
"42967",1324.76,1794126,20,"1"
"42968",1291.38,4271751,49,"1"
"42969",1436.13,4613569,53,"1"
"42970",1082.51,3307946,38,"1"
"42971",1199.55,7816423,90,"1"
"42972",1597.72,4096768,47,"1"
"42973",1580.45,7404093,85,"1"
"42974",1280.54,4675193,54,"1"
"42975",1036.23,1949664,22,"1"
"42976",2001.21,7624492,88,"1"
"42977",1918.91,8541151,98,"1"
"42978",1030.3,7610029,88,"1"
"42979",1103.64,2305043,26,"1"
"42980",1463.19,5396770,62,"1"
"42981",1107.78,8681299,100,"1"
"42982",1422.07,1598061,18,"1"
"42983",1737.72,6939256,80,"1"
"42984",1218.32,6016122,69,"1"
"42985",1046.05,1917099,22,"1"
"42986",27427.25,3976382,46,"1"
"42987",1621.19,6784295,78,"1"
"42988",1158.49,2210302,25,"1"
"42989",1203.51,2662724,30,"1"
"42990",1123.04,3243375,37,"1"
"42991",1101.49,1067478,12,"1"
"42992",1031.99,7523379,87,"1"
"42993",1448.91,2945837,34,"1"
"42994",1115.84,8866259,102,"1"
"42995",1211.61,5828574,67,"1"
"42996",1140.62,3483896,40,"1"
"42997",1106.19,2468041,28,"1"
"42998",1137.05,9181601,106,"1"
"42999",1073.19,2403478,27,"1"
"43000",1041.8,325212,3,"1"
"43001",1134.38,9280486,107,"1"
"43002",1270.88,566655,6,"1"
"43003",1400.23,6274281,72,"1"
"43004",1185.63,1657021,19,"1"
"43005",1298.08,7438307,86,"1"
"43006",1122.66,210029,2,"1"
"43007",1369.7,991037,11,"1"
"43008",1297.46,1778309,20,"1"
"43009",1073.48,7053890,81,"1"
"43010",1835.85,2180072,25,"1"
"43011",1360.4,5828252,67,"1"
"43012",1118.22,2749762,31,"1"
"43013",17112.25,4705523,54,"1"
"43014",1621.54,1533253,17,"1"
"43015",1226.92,6941448,80,"1"
"43016",1246.96,5188879,60,"1"
"43017",1025.17,8237743,95,"1"
"43018",1010.14,4447187,51,"1"
"43019",1078.92,7408454,85,"1"
"43020",21660.4999999999,4029688,46,"1"
"43021",1008.63,833815,9,"1"
"43022",1571.77,6879044,79,"1"
"43023",1030.72,8600012,99,"1"
"43024",1074.53,579898,6,"1"
"43025",1375.37,1114246,12,"1"
"43026",1052.31,456989,5,"1"
"43027",1210.92,7666365,88,"1"
"43028",1114.92,7707609,89,"1"
"43029",1433.82,2923139,33,"1"
"43030",1098.67,9140636,105,"1"
"43031",1281.44,8515065,98,"1"
"43032",1040.65,8349118,96,"1"
"43033",1071.11,2008195,23,"1"
"43034",1678.23,3294130,38,"1"
"43035",1143.1,4974724,57,"1"
"43036",1127.09,6782256,78,"1"
"43037",1293.97,5420124,62,"1"
"43038",1083.83,3608529,41,"1"
"43039",1276.13,292181,3,"1"
"43040",1159.07,1393323,16,"1"
"43041",1017.43,3132421,36,"1"
"43042",1478.08,6697958,77,"1"
"43043",570.54,1655392,19,"1"
"43044",1398.15,3107364,35,"1"
"43045",1300.86,6975240,80,"1"
"43046",1323.3,4446850,51,"1"
"43047",1091.67,8654595,100,"1"
"43048",1005.75,7065926,81,"1"
"43049",1262.45,6222257,72,"1"
"43050",1929.18,7022554,81,"1"
"43051",1004.27,7955160,92,"1"
"43052",1048.65,7674939,88,"1"
"43053",1127.01,4906501,56,"1"
"43054",1139.78,2784981,32,"1"
"43055",1136.43,8931055,103,"1"
"43056",1697.64,1101359,12,"1"
"43057",1012.75,7171994,83,"1"
"43058",1657.88,4123797,47,"1"
"43059",1311.83,7899888,91,"1"
"43060",1098.3,3529653,40,"1"
"43061",1578.08,6352905,73,"1"
"43062",1510.39,8167260,94,"1"
"43063",1053.29,6445418,74,"1"
"43064",1129.15,3204326,37,"1"
"43065",1084.49,237514,2,"1"
"43066",1129.84,6337142,73,"1"
"43067",1306.09,1020146,11,"1"
"43068",1711.69,7501374,86,"1"
"43069",2059.7,4696240,54,"1"
"43070",1520.07,5347825,61,"1"
"43071",1510.81,4673386,54,"1"
"43072",1121.66,4063004,47,"1"
"43073",1072.27,3041947,35,"1"
"43074",1183.55,4774949,55,"1"
"43075",960.36,8223335,95,"1"
"43076",1295.29,3504305,40,"1"
"43077",1276.51,2654484,30,"1"
"43078",49.86,2964012,34,"1"
"43079",1024.24,7407975,85,"1"
"43080",1640.88,6352334,73,"1"
"43081",1282.49,8009481,92,"1"
"43082",1157.65,9262686,107,"1"
"43083",1019.74,6983720,80,"1"
"43084",1181.56,3306194,38,"1"
"43085",1125.14,1939628,22,"1"
"43086",1327.97,751405,8,"1"
"43087",1770.22,6468117,74,"1"
"43088",1004.85,5993558,69,"1"
"43089",1121.05,3068913,35,"1"
"43090",1391.19,1603793,18,"1"
"43091",1451.13,9276638,107,"1"
"43092",1066.21,4291112,49,"1"
"43093",1103.24,9368860,108,"1"
"43094",138.92,3239159,37,"1"
"43095",1098.36,1885094,21,"1"
"43096",1530.05,9394192,108,"1"
"43097",1068.44,7751722,89,"1"
"43098",1185.63,1657021,19,"1"
"43099",1144.79,4274006,49,"1"
"43100",1090.57,392649,4,"1"
"43101",1360.75,3253159,37,"1"
"43102",1063.59,6183014,71,"1"
"43103",1338.74,4802288,55,"1"
"43104",1632.48,4715767,54,"1"
"43105",1163.84,585228,6,"1"
"43106",9354.5,9187915,106,"1"
"43107",1555.17,6278376,72,"1"
"43108",1060.65,1135718,13,"1"
"43109",1443.5,5877332,68,"1"
"43110",1051.89,8336555,96,"1"
"43111",1134.16,4671179,54,"1"
"43112",1285.61,7377157,85,"1"
"43113",1480.62,3372565,39,"1"
"43114",1002.69,9094546,105,"1"
"43115",1190.54,8770154,101,"1"
